AK-109_bins,AK-109,AK5C_bins,AK5C,AK-74_bins,AK-74,AKM_bins,AKM,AKS74-U_bins,AKS74-U,AS VAL_bins,AS VAL,AUG A1_bins,AUG A1,SKS Auto_bins,SKS Auto,Famas-G2_bins,Famas-G2,G36k_bins,G36k,G3A3_bins,G3A3,Galil_bins,Galil,L85A2_bins,L85A2,M16A2_bins,M16A2,M4_bins,M4,SCAR-L_bins,SCAR-L,SG552_bins,SG552,Stoner 63_bins,Stoner 63,VSS_bins,VSS,Agram 2000_bins,Agram 2000,CX8 Storm_bins,CX8 Storm,Vector 10mm_bins,Vector 10mm,Vector 9mm_bins,Vector 9mm,Luty_bins,Luty,MAC-10_bins,MAC-10,MAC-11_bins,MAC-11,MAT-49_bins,MAT-49,MP40_bins,MP40,MP5_bins,MP5,MP7_bins,MP7,MP9_bins,MP9,MPX JW_bins,MPX JW,FNP90_bins,FNP90,PP-19 Bizon_bins,PP-19 Bizon,PPSH_bins,PPSH,Thompson 1928_bins,Thompson 1928,UMP45_bins,UMP45,UMP45 Reaper_bins,UMP45 Reaper,BAR_bins,BAR,XM250_bins,XM250,M1A SASS_bins,M1A SASS,SKS_bins,SKS,AWM_bins,AWM,Mosin_bins,Mosin,Springfield_bins,Springfield,Hunter_bins,Hunter,C1911_bins,C1911,Deagle_bins,Deagle,5-7_bins,5-7,Glock 17_bins,Glock 17,Makarov_bins,Makarov,Ruger_bins,Ruger,Tokarev_bins,Tokarev,USP_bins,USP,JW 2011_bins,JW 2011,JW G34_bins,JW G34,SVD_bins,SVD,Barrett_bins,Barrett
21696,4,19295,9,21888,3,21792,7,21792,6,13680,3,19210,1,14755,4,13664,4,19720,4,,,24750,2,17100,5,13620,3,14301,3,22927,5,15820,4,19465,6,13560,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21792,2,19380,4,21984,5,21888,2,21888,2,13740,2,19295,3,14820,5,13725,4,19805,9,,,24860,4,17175,6,13680,2,14427,7,23028,2,15890,4,19550,2,13620,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21984,1,19465,3,22080,3,21984,5,21984,1,13860,8,19380,3,14885,2,13786,5,19890,9,,,24970,1,17250,5,13740,5,14490,2,23129,5,15960,3,19635,3,13680,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22080,1,19550,2,22176,3,22080,4,22080,3,13920,6,19465,4,14950,2,13847,4,19975,9,,,25080,2,17325,2,13800,5,14553,2,23230,1,16030,2,19720,2,13740,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22176,4,19635,3,22272,2,22176,4,22176,4,13980,4,19550,3,15015,6,13908,3,20060,7,,,25190,10,17400,5,13860,4,14616,2,23331,3,16100,3,19805,2,13800,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22272,1,19720,3,22368,2,22272,3,22272,4,14040,3,19635,4,15080,5,13969,5,20145,6,,,25300,2,17550,6,13920,3,14679,4,23432,2,16170,6,19890,4,13860,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22368,1,19805,5,22464,1,22368,4,22368,2,14100,3,19720,1,15145,3,14030,2,20230,5,,,25410,1,17625,4,13980,2,14742,1,23533,4,16240,4,19975,4,13920,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22560,1,19890,2,22560,3,22464,2,22464,6,14160,2,19805,2,15275,3,14091,3,20315,5,,,25630,4,17700,2,14040,4,14805,1,23634,2,16310,1,20060,2,13980,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22656,1,19975,8,22656,1,22560,2,22560,2,14220,3,19890,2,15340,3,14152,4,20400,5,,,25740,2,17775,1,14100,1,14868,1,23735,3,16380,6,20145,4,14040,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22848,1,20060,2,22752,4,22656,4,22656,5,14280,1,19975,4,15405,1,14213,6,20485,5,,,25850,1,17925,3,14160,6,14931,1,23836,1,16450,7,20230,2,14100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22944,1,20145,1,22848,1,22752,3,22752,1,14340,2,20060,3,15470,5,14274,3,20570,8,,,25960,1,18000,3,14220,1,14994,5,23937,2,16520,2,20315,5,14160,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23040,2,20315,2,22944,3,22848,2,22848,2,14460,3,20145,4,15535,3,14335,3,20655,4,,,26070,3,18075,4,14280,4,15057,1,24038,2,16590,3,20400,3,14220,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23232,1,20400,3,23040,3,22944,6,22944,10,14520,2,20230,2,15600,2,14396,3,20740,4,,,26180,1,18150,5,14340,6,15120,5,24139,3,16660,1,20485,1,14280,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23520,1,20485,2,23136,2,23040,2,23040,2,14580,1,20315,1,15665,4,14457,6,20825,3,,,26290,2,18225,6,14400,4,15183,1,24240,2,16730,3,20570,3,14340,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23616,1,20570,2,23232,3,23136,3,23136,3,14640,5,20400,3,15795,1,14518,1,20910,4,,,26400,7,18300,4,14520,3,15246,1,24442,2,16800,4,20655,2,14400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23712,1,20655,6,23328,3,23232,2,23232,1,14760,1,20485,6,15860,1,14579,4,20995,6,,,26510,5,18375,1,14580,3,15309,1,24543,1,16870,5,20740,2,14460,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24096,1,20740,1,23424,5,23328,2,23328,4,14820,4,20570,3,15925,3,14640,3,21080,3,,,26620,3,18450,1,14640,2,15372,1,24846,2,16940,3,20825,3,14520,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24288,1,20825,3,23520,2,23424,1,23424,3,14880,1,20655,1,15990,3,14701,6,21165,2,,,26730,1,18525,1,14700,2,15435,3,24947,4,17010,3,20910,2,14580,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24768,1,20910,1,23616,2,23520,3,23520,1,15000,2,20740,3,16055,2,14762,5,21250,6,,,26950,1,18600,2,14760,2,15498,2,25048,3,17080,1,20995,5,14640,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25056,3,20995,5,23712,1,23616,4,23616,1,15060,5,20825,2,16120,2,14823,1,21335,5,,,27060,4,18750,1,14820,3,15561,3,25149,1,17220,3,21080,1,14700,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25920,2,21080,1,23808,3,23808,1,23712,1,15120,2,20910,2,16185,1,14884,2,21420,5,,,27170,2,18825,1,14940,2,15624,1,25250,3,17290,1,21165,5,14760,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26304,1,21335,1,23904,1,23904,1,23808,1,15180,1,20995,6,16250,5,14945,2,21505,3,,,27280,2,18900,1,15000,1,15687,1,25351,3,17360,1,21250,3,14820,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26592,1,21420,2,24096,2,24000,2,23904,1,15240,1,21080,4,16315,1,15006,1,21590,5,,,27500,1,19050,1,15060,1,15750,4,25553,3,17430,1,21335,1,14880,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27744,1,21590,1,24192,3,24096,2,24000,2,15300,1,21250,2,16380,3,15067,2,21675,4,,,27720,1,19275,4,15120,1,15813,2,25654,1,17570,1,21420,1,14940,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28320,2,21760,2,24288,4,24192,2,24096,1,15360,1,21335,2,16445,3,15128,1,21760,1,,,27830,5,19350,1,15180,3,16002,2,25755,3,17640,3,21505,2,15000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28896,1,21930,3,24384,5,24384,1,24288,3,15480,3,21420,1,16510,3,15189,2,21845,2,,,27940,3,19500,2,15240,3,16254,1,25856,2,17710,2,21760,1,15060,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29856,1,22015,2,24480,1,24480,1,24384,5,15540,2,21505,1,16575,5,15311,1,21930,3,,,28050,2,19575,1,15300,1,16317,1,25957,4,17780,3,21845,2,15180,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36864,1,22185,2,24576,2,24576,1,24576,2,15600,2,21590,3,16640,3,15372,5,22015,3,,,28160,2,19725,1,15360,1,16380,4,26159,1,17920,1,21930,1,15240,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,22355,2,24672,1,24672,1,24672,2,15660,1,21675,3,16705,2,15494,3,22100,5,,,28270,1,19875,1,15480,1,16443,2,26260,3,18060,1,22185,4,15300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,22525,1,24768,3,24768,4,24768,1,15720,3,21760,2,16770,2,15555,3,22185,1,,,28490,1,20025,1,15540,1,16506,1,26361,2,18200,2,22525,1,15480,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,22610,1,24864,1,24960,2,24864,2,15900,2,21930,1,16835,1,15616,2,22270,4,,,28600,1,20100,1,15660,1,16569,1,26462,2,18340,2,22610,1,15600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,22865,1,25248,1,25152,2,24960,3,15960,1,22015,1,16900,1,15677,2,22355,3,,,28710,1,20250,1,15720,1,16758,2,26563,3,18410,1,22865,1,15660,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,22950,1,25536,2,25248,3,25056,3,16020,1,22100,1,16965,1,15738,4,22440,4,,,28820,1,20325,3,15780,1,16884,1,26664,1,18480,3,23035,1,15720,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23035,1,25632,1,25344,1,25152,1,16080,2,22185,1,17030,3,15799,4,22525,1,,,28930,1,20400,1,16020,2,16947,2,26967,1,18550,1,23205,1,15840,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23120,1,25728,1,25440,1,25344,2,16200,1,22440,1,17095,1,15860,1,22610,2,,,29150,1,20700,1,16140,2,17010,1,27068,2,18760,2,23545,1,15900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23205,1,26208,1,25536,2,25632,2,16680,1,22525,1,17225,2,15982,3,22695,2,,,29590,2,20775,1,16200,1,17073,2,27270,1,18900,1,23630,1,15960,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23290,2,26304,3,25632,1,25824,2,16860,1,22695,1,17290,2,16043,2,22780,6,,,30030,1,21000,1,16260,2,17262,3,27371,1,18970,1,23885,1,16080,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23375,1,26400,1,25824,1,26208,1,17040,1,22865,2,17355,2,16287,1,22865,2,,,30360,1,21075,1,16320,3,17325,1,27775,1,19040,1,24225,2,16200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23715,1,26592,1,25920,1,26304,1,17280,3,22950,1,17420,2,16348,1,23120,2,,,30470,1,21375,1,16380,1,17451,1,27876,1,19110,1,24735,1,16380,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23885,1,26688,1,26112,2,26592,3,17340,2,23035,1,17550,2,16470,1,23205,3,,,30910,1,21450,1,16440,1,17514,2,28179,1,19250,1,24820,1,16440,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,24055,1,26976,2,26208,2,26688,1,17400,1,23120,1,17615,1,16531,2,23290,3,,,31020,1,22050,1,16680,1,17577,2,28381,1,19600,1,24990,1,16500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,24140,1,27168,1,26304,1,26784,1,17460,3,23205,1,17680,2,16653,1,23375,3,,,31350,1,22125,2,17040,1,17703,1,28482,1,19670,1,25075,1,16560,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25160,1,27264,3,26400,2,27072,1,17520,1,23460,1,17745,2,16714,2,23460,3,,,31680,1,22200,1,17100,1,17829,2,28987,1,19740,1,25585,1,16800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25415,2,27456,2,26880,2,27168,1,17880,1,23800,1,17810,1,16775,3,23545,3,,,31790,1,22575,2,17160,2,18207,1,29088,2,20160,2,26265,1,16860,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25585,1,28032,1,26976,1,28032,1,18120,2,23970,1,17875,1,16897,1,23630,4,,,32010,1,22650,1,17220,1,18459,2,29189,1,20300,4,26945,1,16920,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25925,1,28512,2,27072,1,28320,1,18240,1,24055,1,17940,1,16958,1,23715,3,,,32560,2,22800,1,17400,2,21105,1,29290,2,20720,1,27285,1,16980,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26945,1,29088,1,27168,2,30336,1,18420,1,24225,1,18135,2,17141,1,23800,2,,,32780,1,23475,1,17820,1,22113,1,29391,1,21350,1,,,17040,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28220,1,29280,1,27264,1,32064,1,18660,2,24905,1,18200,1,17202,1,23970,4,,,33990,1,23550,1,18060,1,,,29492,2,21630,1,,,17100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29070,1,31776,1,27648,2,,,18720,1,25415,1,18525,1,17263,2,24140,2,,,34210,1,23775,1,18240,2,,,29593,1,21700,1,,,17160,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32064,1,27936,1,,,19800,1,26350,1,18590,1,17568,1,24225,4,,,35530,1,23850,1,18360,1,,,30300,2,22820,1,,,17640,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,43584,1,28032,3,,,19920,1,26860,2,18720,2,18788,1,24310,2,,,43560,1,24450,1,18420,1,,,30603,1,23310,1,,,17880,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,28128,1,,,21240,1,27880,1,18785,1,18971,1,24395,1,,,,,26325,1,18600,1,,,31209,2,,,,,18360,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,28704,1,,,22260,1,32640,1,19175,1,19032,1,24480,1,,,,,,,18720,1,,,32724,1,,,,,19200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,28896,1,,,23640,1,,,19630,1,19093,1,24565,2,,,,,,,19380,1,,,32926,1,,,,,19260,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,28992,1,,,,,,,20150,1,19337,1,24650,2,,,,,,,19800,1,,,34643,1,,,,,19920,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29280,1,,,,,,,20865,1,20374,1,24820,3,,,,,,,19860,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29664,2,,,,,,,,,20496,1,24905,2,,,,,,,20940,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,30816,1,,,,,,,,,20923,1,25160,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,35808,1,,,,,,,,,21655,1,25415,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,39168,1,,,,,,,,,,,25500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,25585,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,25670,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,25755,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,25840,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,26010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,26095,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,26180,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,26435,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,26690,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27030,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27285,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27370,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27455,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27795,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,28730,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,29240,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,29665,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,30175,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,31025,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33830,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,34765,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
